Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
50BA91B0  lea ecx,dword ptr ds:[ecx+10E25E0A]                               "HA_AP_HealthRelic.luaobj"
50BA931D  mov ecx,3BD05460                                                  "rameRate"
50BA992D  mov eax,3D81BF4E                                                  "UU"
50BA9EE0  mov eax,53642370                                                  " allow modification"
50BA9F95  lea eax,dword ptr ds:[eax+3A0AD1BA]                               "g!"
50BAA196  mov eax,2FF5CD40                                                  "s_Sparks.dds"
50BAA9D6  cmp eax,3E808D5E                                                  "b>"
50BAB1BD  add dword ptr ss:[ebp+3AE95700],ebx                               "`r"
50BABAA6  mov ecx,30A76A54                                                  "roy"
50BAC3AF  mov eax,3CCAE234                                                  "$m"
50BAD0F3  mov eax,32E0B0B4                                                  "Y:"h	"
50BAE26C  and eax,webio.714A29BD                                            "reeLibrary"
50BAE895  imul edx,ebx,ntdll.777CB89C                                       "its"
50BAF268  add byte ptr ds:[edi+74EDD58C],bl                                 "terlockedIncrement"
50BB0E41  mov ebp,10B8AACA                                                  ".troybin"
50BB11A3  mov ecx,3BD262E                                                   L"r_2_LQTInGame"
50BB2E87  mov ebx,gam.AB8A57D                                               " data contains an invalid track header (ckid is 0 and fccType is NULL,) and therefore can not be read by the segment object."
50BB3969  mov ebp,2FB8AACA                                                  L"  ^!!^$[T__T`abca`b_`adeffe6gheeh76e7i5jj5kl3mn3lh57k5hn43"
50BB6100  sar dword ptr ds:[10B89E46],cl                                    "reen.troybin"
50BB6AC3  mov eax,dword ptr ds:[53AC90B8]                                   "pTokenTBE"
50BB72E9  mov eax,dword ptr ds:[5399AAB8]                                   "W?o?"
50BB880C  adc byte ptr ds:[10B57C82],cl                                     "TA\Characters\Ryze\Scripts\RyzeBotSummonerSpellsCLASSIC.inibin"
50BB91AE  cmp dword ptr ds:[esi+edx*2+47C666FE],edi                         "^^"
50BB9F64  imul byte ptr ds:[esi+5FBB61A3]                                   "rosoft rebound.exe"
50BBAE44  push league of leg.50CC92C0                                       "kernel32"
50BBAE51  push league of leg.50CC92B0                                       "IsWow64Process"
50BBBD71  mov dword ptr ds:[535422B8],eax                                   L"MedianFiltering "
50BBC3C6  push league of leg.50CC5734                                       "map/set<T> too long"
50BBCDD1  push league of leg.50CC5850                                       "invalid map/set<T> iterator"
50BBD520  push league of leg.50CC5734                                       "map/set<T> too long"
50BBE0FF  sar dword ptr ds:[11B89E46],cl                                    "_Summoner_Recall_GroundLights.tga"
50BBF6A1  sbb eax,11BD26DD                                                  "dds"
50BC0296  mov dword ptr ds:[5314FDB8],eax                                   L"ALID(X86Opcode)"
50BC03CC  fisub dword ptr ds:[eax+530F06B8]                                 ".?AVbad_target@Concurrency@@"
50BC162A  add edx,office.63AA1118                                           L"ak)"
50BC2740  mov eax,office.639A4514                                           L"hai"
50BC2870  mov ebp,office.638F0246                                           "|v"
50BC2902  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
50BC2DBB  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
50BC3424  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
50BC36C8  mov eax,dword ptr ds:[11B5942C]                                   ".dds"
50BC3E27  sub byte ptr ds:[ebx+52D8EBB8],dh                                 "UsageType"
50BC4706  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BC4758  add edx,office.63AA1118                                           L"ak)"
50BC47CC  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BC49AB  sbb dword ptr ds:[ecx+384414B5],edx                               ".3 1 1 1 .4"
50BC56DF  mov edx,10B58C95                                                  "ni\Skins\Base\Particles\Sejuani_E_buf_Minion.troybin"
50BC5D47  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BC5EDB  mov ebp,kernel32.76BF0514                                         "WI	"
50BC5FCE  mov ebp,d3d9.636B143D                                             "tateBlockAPI::QueryInterface"
50BC63BC  mov ebp,3B14E93B                                                  ""
50BC646C  mov ebp,d3d9.636B143D                                             "tateBlockAPI::QueryInterface"
50BC6A94  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BC6E02  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BC6FF9  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BC73E1  mov dh,byte ptr ss:[ebp+7335EE1D]                                 "ection: SetEvent=%d"
50BC7448  xor eax,10B8B79C                                                  "se\Particles\Zac_E_LandSplash.troybin"
50BC78E7  mov edi,10F6D376                                                  "skn"
50BC8450  mov eax,dword ptr ds:[50D474F0]                                   "0\"
50BC8609  mov dword ptr ds:[50D474F0],eax                                   "0\"
50BC8CC5  mov ebp,d3d9.636B142B                                             "meter passed to CStateBlockAPI::QueryInterface"
50BC9827  push league of leg.50CC5734                                       "map/set<T> too long"
50BC9B87  push league of leg.50CC5734                                       "map/set<T> too long"
50BC9CEE  push league of leg.50CC5850                                       "invalid map/set<T> iterator"
50BCA111  push league of leg.50CC5850                                       "invalid map/set<T> iterator"
50BCA945  mov ebp,d3d9.636B141D                                             "id ppvObj parameter passed to CStateBlockAPI::QueryInterface"
50BCAFA0  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BCB5EA  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
50BCBE95  xor byte ptr ss:[ebp+ebx*8+10B59249],ch                           "a_sound.troybin"
50BCC36E  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BCC899  xor byte ptr ds:[ebx+8B58FC3],ch                                  "N "
50BCCD6E  mov ebp,d3d9.636B141C                                             "lid ppvObj parameter passed to CStateBlockAPI::QueryInterface"
50BCE2A5  mov edi,10F6D376                                                  "skn"
50BCE61B  mov ecx,11ACD784                                                  "/Particles/color-voidoozebubbles-red_colorblind.dds"
50BCE667  rcl byte ptr ss:[ebp+10F6D376],cl                                 "skn"
50BCE772  sub eax,10B58CBC                                                  "inion.troybin"
50BCEFF4  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BCF0D0  mov eax,dword ptr ds:[10B5942C]                                   "\Sejuani_Frost_Arctic_Overhead.troybin"
50BCF18F  mov edx,13586091                                                  "eeSin/Skins/Base/Particles/LeeSin_Base_R_Glow_01.dds"
50BCF2E6  sub byte ptr ds:[ebx+52242CB8],dh                                 L"[0] == X86_BOUND"
50BCFABC  mov eax,tenpallas.5224D7B8                                        "; failed to output '%s%s[%s]' meta<%s>, unpacked_count<%d>"
50BD0299  mov edi,dword ptr ds:[esi+10B879B8]                               "Storm_red.troybin"
50BD0475  imul ebx,dword ptr ds:[AA4E660],648BB6F1                          "sllib_textureprojoffset"
50BD0AFA  add dword ptr ss:[ebp+esi*4+84E121E],ebx                          "-Cache: HIT from 5331842.8608652.6726068
FSS-Proxy: Powered by 3562343.5069681.4956542

~U:user
"
50BD0F33  adc byte ptr ds:[edx+41D00ED7],cl                                 "$ X"
50BD1667  mov ebx,203EBD44                                                  "qqq"
