Address   Disassembly                                                       String                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
5133EF9D  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5133F5E8  mov esp,netapi32.74F025CF                                         "Upgrade"
51340431  dec dword ptr ds:[ebx+162484]                                     L"S;.JSE;.WSF;.WSH;.MSC"
5134189D  sbb eax,10F18736                                                  "kin03_R_Glow_02.dds"
51341FB7  mov esp,league of.125933E                                         "olor.a;
fcolor = clamp(fcolor, 0.0, 1.0);
fcolor = fcolor;
}
"
513421DD  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
513422A9  mov esp,league of.125932C                                         "or += fucxadd * fcolor.a;
fcolor = clamp(fcolor, 0.0, 1.0);
fcolor = fcolor;
}
"
51343906  push 11AF8AD5                                                     "rail.tga"
51343AC6  adc eax,netapi32.74F025CD                                         "orUpgrade"
5134429D  shr dword ptr ds:[10BCF88D],cl                                    "rs\Elise\Skins\Skin03\Particles\Elise_Skin03_W_detonate_Child.troybin"
51346261  imul edi,dword ptr ds:[eax+74F025AD],E9B5B4B8                     "andleFree"
51346475  add dword ptr ss:[esp+4],26428F37                                 "&x"
51346C0E  mov eax,dword ptr ds:[3E3EBCFD]                                   "bilityIcon"
51347A39  rcr dword ptr ds:[esi+ebp*8+2315B4D6],cl                          "&X&"
51348565  push 11AF8AD5                                                     "rail.tga"
51348BBB  or byte ptr ds:[eax+5544D700],94                                  "connected"
51349CB1  add esp,dword ptr ds:[eax+74F025CC]                               "ForUpgrade"
5134B8E4  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5134BD21  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5134BF0F  xor byte ptr ds:[esi+5882B876],dl                                 "d multithread lock error
"
5134CEDD  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5134CF65  add byte ptr ds:[edx+55453EB6],ch                                 "EU"
5134E85E  rol dword ptr ss:[ebp+10B554BB],cl                                "_E_tar.troybin"
5134E876  lea edi,dword ptr ds:[eax+10CBE815]                               "_TT_A\Skins\Base\Base.inibin"
5134F3AD  ror dword ptr ds:[ecx+74F025CC],1                                 "ForUpgrade"
5134F475  mov al,dword ptr ds:[11CDD693]                                    "Small_Mult_01.tga"
5134F506  mov esp,netapi32.74F0250A                                         "RoleDnsNameToFlatName"
5134F88A  sal dword ptr ss:[ebp+10BCFDC7],cl                                "roybin"
5134F8EF  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5134F8FF  rcr dword ptr ds:[ecx+10BCFA47],cl                                "een.troybin"
51350068  mov byte ptr ds:[4E06CBE6],al                                     ",D"
51350091  and dword ptr ds:[esi+74F02597],eax                               "Information"
513506E2  add dword ptr ss:[esp],128400B4                                   "dSide"
5135084B  test dword ptr ds:[edi+556B1EEE],3DB0D77E                         "UU"
5135086C  sbb eax,netapi32.74F02593                                         "mainInformation"
51350894  push 11AF8AD5                                                     "rail.tga"
51350ADB  shr dword ptr ds:[10BCF88D],cl                                    "rs\Elise\Skins\Skin03\Particles\Elise_Skin03_W_detonate_Child.troybin"
51350FAD  mov esp,netapi32.74F025CF                                         "Upgrade"
5135121F  sbb eax,netapi32.74F02593                                         "mainInformation"
513526A2  mov edi,318EC12A                                                  "U<"
513529D7  fist dword ptr ds:[74F025D0]                                      "pgrade"
51352B00  sbb eax,10F18736                                                  "kin03_R_Glow_02.dds"
513537AE  fimul word ptr ss:[ebp+74F02595]                                  "inInformation"
51353E43  or dword ptr ds:[74F02595],edi                                    "inInformation"
51354405  push 11AF8AD5                                                     "rail.tga"
51354586  test dword ptr ds:[edi+556B1EEE],3D75D77E                         "UU"
513548B9  add dword ptr ss:[esp],3DEF4EDE                                   "UU"
5135614D  rol byte ptr ss:[ebp+74F02597],B8                                 "Information"
5135774F  addps xmm6,dqword ptr ss:[ebp+74F02532]                           "sRoleGetDatabaseFacts"
513585D7  push 13297C4E                                                     "as.dds"
513592EF  mov eax,3C283EA0                                                  "ooo"
51359AF6  mov esp,gam.AB3480C                                               "5="
51359B16  mov esp,league of.125932C                                         "or += fucxadd * fcolor.a;
fcolor = clamp(fcolor, 0.0, 1.0);
fcolor = fcolor;
}
"
5135B364  sbb dword ptr ds:[edi+63ADB872],esp                               "fp"
5135B963  sbb dword ptr ds:[edi+52EEB872],esp                               "mcpy"
5135B9E3  add eax,netapi32.74F025AE                                         "ndleFree"
5135C088  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5135D244  mov esp,league of.125932A                                         "olor += fucxadd * fcolor.a;
fcolor = clamp(fcolor, 0.0, 1.0);
fcolor = fcolor;
}
"
5135D250  addps xmm6,dqword ptr ss:[ebp+74F0252A]                           "Memory"
5135D2E6  mov esp,league of.125932A                                         "olor += fucxadd * fcolor.a;
fcolor = clamp(fcolor, 0.0, 1.0);
fcolor = fcolor;
}
"
5135DE22  mov fs,word ptr ds:[esi+esi*2+30B6A4B0]                           "&"&"
5135E104  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
513612B5  mov es,word ptr ss:[ebp+74F025CE]                                 "rUpgrade"
5136145D  test eax,nvapi.55453EB6                                           "EU"
5136215F  mov esp,45D2502A                                                  ".dds"
513624B0  push 3380EB9C                                                     ".0"
51363647  mov byte ptr ds:[500CD22],al                                      "rm"
5136437D  adc eax,51B6A738                                                  "ENABLEADAPTIVETESSELLATION"
5136487B  mov esp,shell32.76426F05                                          "~t"
51365C6C  or dword ptr ds:[esi+74F025CF],esp                                "Upgrade"
51366024  push 11AF8AD5                                                     "rail.tga"
513663F9  test eax,netapi32.74F025CC                                        "ForUpgrade"
51368C16  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
513692EC  sub dword ptr ds:[eax+ebx*8+347163CD],eax                         "UUW"
5136BC8E  lea edx,dword ptr ds:[edx+10CCB036]                               "Q_tar.troybin"
5136D6AA  xor esp,dword ptr ds:[ebx+3FE934DC]                               "UUXUWK"
5136DA2F  test eax,nvapi.55453EB6                                           "EU"
5136E1A0  mov edi,338EC12A                                                  ".clik.constants:ConstrainMode
COUNTER_SCALE"
5136E8E9  xchg byte ptr ds:[74F02593],ah                                    "mainInformation"
5136E9C8  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5136EAE5  sbb byte ptr ds:[ecx+7163D32E],al                                 L"yptographic Provider"
5136F846  test eax,nvapi.55453EB6                                           "EU"
51370774  or eax,4B0BB55E                                                   "&D"
5137078B  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
51370817  mov dword ptr ds:[10BD064D],eax                                   "and.troybin"
51370847  cmp eax,133BAF9A                                                  "ard.troy"
51370EDA  dec dword ptr ds:[ebx+16248C]                                     L"SE;.WSF;.WSH;.MSC"
513713F2  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
51371538  cmp eax,133BAF9A                                                  "ard.troy"
51371853  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
51372C41  add dword ptr ss:[esp+4],1D94D7C6                                 "ObPSh "
5137364D  add dword ptr ss:[esp+4],tp.542284B4                              "32.dll"
51374234  mov al,dword ptr ds:[815B55C]                                     "&ptredirect=0&aid=535050101&daid=8&j_later=0&low_login_hour=0&regmaster=0&pt_login_type=-1&pt_aid=0&pt_aaid=0&pt_light=0&pt_3rd_aid=0"
5137434C  and eax,123AAE47                                                  "Hand"
5137494E  test eax,11B558D8                                                 "loodtile.dds"
51378C70  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5137A077  and eax,1362AE1B                                                  "Base/Particles/TigerClaw.dds"
5137A5F1  mov ebp,msvcp90.6B2BD62D                                          "QAEXXZ"
5137AE09  xor ch,byte ptr ds:[ebx+2FB55DB0]                                 L"GeAHhGhgGigLLghHLhjkijiPPiLTlmlWnTWljokpojUmqpjrrjPsrQQrPRsQtsRUTmUquUuppvUvSUwSvwxSxVSxyVyZVzZy{|}~|{"
5137AE2A  cmp eax,133BAF9A                                                  "ard.troy"
5137B56B  cmp eax,133BAF9A                                                  "ard.troy"
5137E2B5  or eax,4B0BB55E                                                   "&D"
5137E541  add byte ptr ss:[ebp+1624A4],cl                                   L";.MSC"
5137F0B1  mov dword ptr ss:[esp],league of leg.50CC8E0C                     "b1"
513813D5  test eax,11B558D8                                                 "loodtile.dds"
51381735  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5138279E  mov eax,38C71718                                                  "nYOR"
51382B79  mov ecx,10D33E00                                                  "DATA\Characters\SonaDJGenre03\Skins\Skin06\Particles\Sona_Skin06_Genre03_helmet_02.scb"
5138312F  mov ebp,381ADD0C                                                  "/Menu_SC4/FoundryOptions.gfx"
51385C2C  or eax,4B0BB55E                                                   "&D"
51386F12  mul dword ptr ds:[eax+130DB55C]                                   "aults/voidgate.ini"
51387BCB  cmp eax,133BAF9A                                                  "ard.troy"
513880BF  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
51388726  mov al,dword ptr ds:[130CB55C]                                    "lightning-red.dds"
513887B7  mov dword ptr ds:[10BD064D],eax                                   "and.troybin"
51389718  cmp eax,133BAF9A                                                  "ard.troy"
5138998C  cmp eax,133BAF9A                                                  "ard.troy"
51389CEF  mov dword ptr ss:[esp],league of leg.50CC8E00                     "a1"
5138A701  cmp eax,133BAF9A                                                  "ard.troy"
5138B81A  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5138BDC2  cmp eax,133BAF9A                                                  "ard.troy"
5138D461  cmp eax,133BAF9A                                                  "ard.troy"
5138DF60  lea eax,dword ptr ds:[eax+3B54CE2D]                               "ightAbility3"
5138ECCC  or eax,4B0BB55E                                                   "&D"
51390064  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5139028B  push 777479A0                                                     L" revoked. Please contact your system administrator. There may be additional information in the event log.
"
5139052A  lea ecx,dword ptr ds:[ecx+118EE3C4]                               "/Particles/Rengar_Attack_Crit_Geo.sco"
51390F03  mov edi,457F6874                                                  "<e"
513919DC  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
51391ACB  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
51393358  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5139372F  mov eax,10B2762A                                                  "les\masteryi_base_emote_taunt_interactive_darius.troybin"
51393EE2  sub eax,23AECB6B                                                  "0V$"
51394208  push 10B87FBB                                                     "eturn_mis.troybin"
51396CD7  dec dword ptr ds:[ebx+162494]                                     L"WSF;.WSH;.MSC"
51396E55  mov eax,3FFFC6A4                                                  "dX2,"
513973C6  add byte ptr ds:[ecx+40D629BE],C6                                 "0000 0.35"
5139807F  or eax,4B0BB55E                                                   "&D"
51398708  test eax,11B558D8                                                 "loodtile.dds"
5139870E  or eax,4B0BB55E                                                   "&D"
5139948F  add dword ptr ss:[esp+4],77730A2C                                 L"te that a read operation was done on an empty pipe.
"
5139AEB4  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5139AF77  add dword ptr ss:[esp+8],42D940AF                                 "Font"
5139C155  adc edi,10B0AECC                                                  "troybin"
5139CDFC  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5139D5FE  cmp eax,133BAF9A                                                  "ard.troy"
5139D618  cmp eax,133BAF9A                                                  "ard.troy"
5139D9C2  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
5139DB6A  cmp eax,133BAF9A                                                  "ard.troy"
5139DCE5  dec dword ptr ds:[ebx+162494]                                     L"WSF;.WSH;.MSC"
5139FA4F  dec dword ptr ds:[ebx+1624B4]                                     L"OCESSOR_ARCHITECTURE=AMD64"
5139FB35  lea eax,dword ptr ds:[eax+1221402C]                               "ff.dds"
5139FC35  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513A0A1D  mov ebx,nvapi.5547C2A4                                            "Y_TOPO_STATUS@@"
513A168F  mov dword ptr ss:[esp],league of leg.50CC8DF8                     "osapi"
513A1B7C  lea eax,dword ptr ds:[eax+10B596B8]                               "thernWinds_aura.troybin"
513A291D  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513A2A61  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513A40C6  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513A41AA  mov ecx,10D33E00                                                  "DATA\Characters\SonaDJGenre03\Skins\Skin06\Particles\Sona_Skin06_Genre03_helmet_02.scb"
513A5059  mov dword ptr ss:[esp+4],ierd_tgp_lsp.68B5A7B8                    "cl boost::exception_detail::get_static_exception_object<struct boost::exception_detail::bad_alloc_>(void)"
513A5147  mov ecx,nvd3dum.601CBD07                                          ";(;q?"
513A6193  mov al,dword ptr ds:[1312B55C]                                    "cer/skins/base/defaults/base.ini"
513A68D6  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513A7047  push gam.AB87FBB                                                  "  at a position higher than the top note of the chord. This applies only to DMUS_PLAYMODE_NORMALCHORD play mode. This success code indicates that the caller should not do anything with the note. It is not meant to be played against this chord."
513A8047  push gam.AB87FBB                                                  "  at a position higher than the top note of the chord. This applies only to DMUS_PLAYMODE_NORMALCHORD play mode. This success code indicates that the caller should not do anything with the note. It is not meant to be played against this chord."
513A9573  cmp eax,133BAF9A                                                  "ard.troy"
513AA3CE  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513AA67C  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513AD144  and eax,11B4D7F9                                                  ".tga"
513ADDAA  test eax,msvcp90.6B2BD6AF                                         "W@std@@V?$allocator@_W@2@@std@@QAEXXZ"
513AE35B  test eax,msvcp90.6B2BD6AF                                         "W@std@@V?$allocator@_W@2@@std@@QAEXXZ"
513AEB70  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513B21E9  cmp eax,133BAF9A                                                  "ard.troy"
513B2201  mov byte ptr ds:[1362CDC5],al                                     "Characters/Udyr/Skins/Base/Udyr.skl"
513B265B  lea eax,dword ptr ds:[eax+13620CF7]                               "oy"
513B2958  cmp eax,10CCA485                                                  "Characters\Zac\Skins\Skin02\Particles\Zac_Skin02_W_Chunk_Timeout.troybin"
513B2E90  cmp eax,118F35D3                                                  "nReflectSmall.troy"
513B32E1  or eax,4B0BB55E                                                   "&D"
513B376E  mul dword ptr ds:[eax+1332B55C]                                   "st_Waterfall.troy"
513B3931  xor al,byte ptr ds:[ecx+53AECCD7]                                 "Sy"
513B4BB1  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513B5019  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513B612E  cmp eax,133BAF9A                                                  "ard.troy"
513B664A  or ecx,dword ptr ds:[6E6EAD0E]                                    "r ref for %s
"
513B66FC  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513B68FC  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513B7652  cmp eax,133BAF9A                                                  "ard.troy"
513B7DB6  or eax,4B0BB55E                                                   "&D"
513B7F97  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513B8974  rol dword ptr ds:[ebx+8B55CA0],cl                                 "^y|f"
513B937B  mov ecx,3B2FBD07                                                  "outHash"
513B965C  mov ecx,3B2FBD07                                                  "outHash"
513BA72A  cmp eax,13643CA3                                                  "EATH_SCREEN_PARTIAL_DESATURATION"
513BAF4A  cmp eax,135C4CA3                                                  "high"
513BB79B  cmp eax,133BAF9A                                                  "ard.troy"
513BD230  lea ecx,dword ptr ds:[ecx+1131F20E]                               "mpions\Akali.th_TH.wad.client"
513BEEF7  push atl90.655F9AA5                                               "3,30343"
513BF7E6  mov al,dword ptr ds:[815B55C]                                     "&ptredirect=0&aid=535050101&daid=8&j_later=0&low_login_hour=0&regmaster=0&pt_login_type=-1&pt_aid=0&pt_aaid=0&pt_light=0&pt_3rd_aid=0"
513BF958  push 3BB9664A                                                     "emPane::SelectedItem/curIntoPage"
513C04B4  sub eax,11AECB6B                                                  "e.dds"
513C05BE  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513C0DA0  cmp eax,133BAF9A                                                  "ard.troy"
513C1440  cmp eax,133BAF9A                                                  "ard.troy"
513C2000  mul dword ptr ds:[eax+3C27B55C]                                   "ooo"
513C3363  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513C39CE  cmp eax,133BAF9A                                                  "ard.troy"
513C3E87  sbb eax,11B55AD4                                                  "OD-invball-blood.dds"
513C3FE0  adc dword ptr ds:[ebx+11BD064D],esp                               "s/swain_teleportbeam_wisp.dds"
513C4045  or eax,4B0BB55E                                                   "&D"
513C4296  mov eax,3E21FEF6                                                  "stAggressive"
513C49AF  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513C4A1E  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513C4A52  cmp eax,133BAF9A                                                  "ard.troy"
513C50D3  or eax,4B0BB55E                                                   "&D"
513C6E1D  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513C6F55  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513C6FF5  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513C7508  add dword ptr ss:[esp+4],msvcp90.6B2D0FBC                         "locator@_W@2@@std@@QBEI_WI@Z"
513C8F30  cmp eax,133BAF9A                                                  "ard.troy"
513C9C2F  push 385D6C12                                                     "I?



"
513CA4B9  lea eax,dword ptr ds:[eax+9CA60EF]                                "AcceptSmartcardCredentials"
513CA622  mov dword ptr ds:[10BD064D],eax                                   "and.troybin"
513CB96E  cmp eax,133BAF9A                                                  "ard.troy"
513CBFD0  ror byte ptr cs:[esi+3FA97404],1                                  "m#I2"
513CC48F  mov dword ptr ss:[esp+4],11AA3E80                                 "color-nexus-black-smoke32.tga"
513CDE24  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513CFA40  mov edi,4CD33ACE                                                  "*D"
513D13B3  adc esp,dword ptr ds:[ebx+11BD064D]                               "s/swain_teleportbeam_wisp.dds"
513D14DB  mov dword ptr ss:[esp+4],1DFC8426                                 "DD"
513D1B9C  lea eax,dword ptr ds:[eax+10C136B8]                               "ase_R_hit_aoe.troybin"
513D1C5B  lea eax,dword ptr ds:[eax+108F07DD]                               "zirWSandSoldier.luaobj"
513D23DE  mov dword ptr ss:[ebp-18],league of leg.50CC6940                  "HKEY_CLASSES_ROOT"
513D23E5  mov dword ptr ss:[ebp-14],league of leg.50CC6954                  "HKEY_CURRENT_CONFIG"
513D23EC  mov dword ptr ss:[ebp-10],league of leg.50CC6968                  "HKEY_CURRENT_USER"
513D23F3  mov dword ptr ss:[ebp-C],league of leg.50CC697C                   "HKEY_LOCAL_MACHINE"
513D23FA  mov dword ptr ss:[ebp-8],league of leg.50CC6990                   "HKEY_USERS"
513D2655  adc ecx,dword ptr ds:[ebx+3B2FBD08]                               "utHash"
513D2C88  add eax,league of.1488DE8                                         L" been called
"
513D47A4  sbb eax,11B55AD4                                                  "OD-invball-blood.dds"
513D4C8A  mov dword ptr ss:[esp+4],league of.6082B9                         "D$ "
513D5ECD  mov byte ptr ds:[12F9AEC7],al                                     "rticles/defaults/zekes_enraged.troy"
513D6D4E  lea eax,dword ptr ds:[eax+535E84B8]                               "zw"
513D78C2  lea ecx,dword ptr ds:[ecx-58F58]                                  "$z%z&z'z(z)z*z+z,z-z.z/z0z1z2z4z5z6z8z:z>z@zAzBzCzDzEzGzHzIzJzKzLzMzNzOzPzRzSzTzUzVzXzYzZz[z\z]z^z_z`zazbzczdzezfzgzhz?"
513D88B5  mov ecx,2FBD98E0                                                  L"21032144156457587659:;85<="
513D8901  mov dword ptr ss:[esp],league of leg.50CC8E04                     "baseapi"
513D8BC9  add dword ptr ss:[esp+4],iertutil.76CB6A34                        L"et Explorer\Main!Start Page Redirect Cache"
513DA0C9  or bh,byte ptr ds:[133BAF9A]                                      "ard.troy"
513DB6E2  mov ebp,D94BC05                                                   "6384"
513DB6F6  mov ebp,10B48F27                                                  "rnerDM.json"
513DBB54  mov dword ptr ss:[esp],2FB1E2F0                                   L":9;8;68<;9=>;>6;"
513DBFE9  arpl word ptr ss:[ebp+D94BC05],si                                 "6384"
513DC1A2  mov ebp,D94BC03                                                   ".16384"
513DC1A7  mov ebp,12517127                                                  "ound.troybin"
513DC2A0  mov ebp,D94BC05                                                   "6384"
513DC2AA  mov ebp,10B48F30                                                  "on"
513DC37E  arpl word ptr ss:[ebp+10B48F28],si                                "nerDM.json"
513DC473  mov ebp,12517110                                                  "ru_baron0"
513DC478  mov ebp,12517116                                                  "on0"
513DC8E6  mov ebp,10B48F0A                                                  "cters\Skarner\Recommended\SkarnerDM.json"
513DC8F0  mov ebp,10B48F20                                                  "ded\SkarnerDM.json"
513DC8F5  mov ebp,10B48F0D                                                  "rs\Skarner\Recommended\SkarnerDM.json"
513DC8FF  mov ebp,D94BC04                                                   "16384"
513DC929  mov ebp,10B48F0D                                                  "rs\Skarner\Recommended\SkarnerDM.json"
513DC92E  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513DC946  mov bh,byte ptr ds:[eax+3087964D]                                 ")))"
513DE08B  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513DE090  mov ebp,D94BC03                                                   ".16384"
513DE121  mov ebp,10B48F1B                                                  "ommended\SkarnerDM.json"
513DE12B  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513DE135  mov ebp,12517116                                                  "on0"
513DE13A  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513DE13F  mov ebp,10B48F27                                                  "rnerDM.json"
513DE202  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513DE5F7  adc bh,byte ptr ss:[ebp+D94BC07]                                  "84"
513DE607  mov ebp,1251712F                                                  "ybin"
513DE611  mov ebp,12517124                                                  "t_sound.troybin"
513DE6A2  mov ebp,12517127                                                  "ound.troybin"
513DE6A7  mov ebp,D94BC06                                                   "384"
513DE6AC  mov ebp,10B48F2F                                                  "son"
513DE6B6  mov ebp,10B48F24                                                  "SkarnerDM.json"
513DE74D  adc bh,byte ptr ss:[ebp+10B48F2E]                                 "json"
513DE753  mov ebp,10B48F07                                                  "aracters\Skarner\Recommended\SkarnerDM.json"
513DE758  mov ebp,12517127                                                  "ound.troybin"
513DE762  mov ebp,10B48F2F                                                  "son"
513DEAF8  adc bh,byte ptr ss:[ebp+10B48F29]                                 "erDM.json"
513DEE96  arpl word ptr ss:[ebp+12517128],si                                "und.troybin"
513DEFEF  mov ebp,10B48F29                                                  "erDM.json"
513DEFFE  mov ebp,10B48F19                                                  "ecommended\SkarnerDM.json"
513DF0AA  mov ebp,10B48F08                                                  "racters\Skarner\Recommended\SkarnerDM.json"
513DF0E3  mov ebp,10B48F29                                                  "erDM.json"
513DF16E  mov ebp,10B48F17                                                  "\Recommended\SkarnerDM.json"
513DF253  adc bh,byte ptr ss:[ebp+12517112]                                 "_baron0"
513DF28A  mov ebp,10B48F20                                                  "ded\SkarnerDM.json"
513DF299  mov ebp,12517117                                                  "n0"
513DF7AF  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513DF7B9  mov ebp,10B48F27                                                  "rnerDM.json"
513DFEAA  mov ebp,D94BC05                                                   "6384"
513DFEB4  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513DFEB9  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E0413  mov ebp,D94BC04                                                   "16384"
513E0418  mov ebp,1251712D                                                  "roybin"
513E0427  mov ebp,12517117                                                  "n0"
513E0638  mov ebp,10B48F0D                                                  "rs\Skarner\Recommended\SkarnerDM.json"
513E063D  mov ebp,10B48F2D                                                  ".json"
513E064C  mov ebp,1251712E                                                  "oybin"
513E06D6  mov ebp,10B48F2E                                                  "json"
513E14ED  sal byte ptr ds:[63B88474],cl                                     ":|"
513E1899  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E189E  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E18A3  mov ebp,12517127                                                  "ound.troybin"
513E1ADA  mov esp,3BD0D94                                                   L"Ctrl+P"
513E1B15  adc byte ptr ss:[ebp+10B48F05],bh                                 "Characters\Skarner\Recommended\SkarnerDM.json"
513E1B20  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E1B25  mov ebp,D94BC03                                                   ".16384"
513E1B8F  mov esp,3BD0D94                                                   L"Ctrl+P"
513E1E97  mov ebp,D94BC05                                                   "6384"
513E1EA1  mov ebp,12517116                                                  "on0"
513E1F03  mov ebp,10B48F1B                                                  "ommended\SkarnerDM.json"
513E1F0D  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513E1F1C  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E1FB9  adc bh,byte ptr ss:[ebp+10B48F05]                                 "Characters\Skarner\Recommended\SkarnerDM.json"
513E1FC4  mov ebp,12517116                                                  "on0"
513E1FC9  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E1FCE  mov ebp,10B48F27                                                  "rnerDM.json"
513E203C  mov esp,3BD0D94                                                   L"Ctrl+P"
513E20DD  mov ebp,D94BC05                                                   "6384"
513E20E7  mov ebp,12517116                                                  "on0"
513E20F1  mov ebp,12517127                                                  "ound.troybin"
513E2153  mov ebp,D94BC05                                                   "6384"
513E215D  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E2214  mov ebp,10B48F03                                                  "A\Characters\Skarner\Recommended\SkarnerDM.json"
513E2219  mov ebp,12517127                                                  "ound.troybin"
513E22A0  adc bh,byte ptr ss:[ebp+10B48F1B]                                 "ommended\SkarnerDM.json"
513E22AB  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513E22B5  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E22BF  mov ebp,12517127                                                  "ound.troybin"
513E2353  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513E235D  mov ebp,10B48F16                                                  "r\Recommended\SkarnerDM.json"
513E2367  mov ebp,12517127                                                  "ound.troybin"
513E255F  adc bh,byte ptr ss:[ebp+10B48F30]                                 "on"
513E256A  mov ebp,1251710F                                                  "sru_baron0"
513E2703  mov ebp,10B48F05                                                  "Characters\Skarner\Recommended\SkarnerDM.json"
513E2708  mov ebp,1251712A                                                  "d.troybin"
513E270D  mov ebp,10B48F14                                                  "ner\Recommended\SkarnerDM.json"
513E27A4  adc bh,byte ptr ss:[ebp+10B48F14]                                 "ner\Recommended\SkarnerDM.json"
513E27AA  mov ebp,10B48F0C                                                  "ers\Skarner\Recommended\SkarnerDM.json"
513E2B07  arpl word ptr ss:[ebp+47D98318],si                                "9?~?"
513E2C42  mov ebp,10B48F0C                                                  "ers\Skarner\Recommended\SkarnerDM.json"
513E2C47  mov ebp,10B48F24                                                  "SkarnerDM.json"
513E2C51  mov ebp,10B48F25                                                  "karnerDM.json"
513E2C56  mov ebp,10B48F40                                                  "DATA\Characters\Skarner\Recommended\SkarnerFIRSTBLOOD.json"
513E2C5B  mov ebp,10B48F10                                                  "Skarner\Recommended\SkarnerDM.json"
513E2D39  arpl word ptr ss:[ebp+12517125],si                                "_sound.troybin"
513E2DF1  mov ebp,10B48F18                                                  "Recommended\SkarnerDM.json"
513E2DF6  mov ebp,1251710C                                                  "es/sru_baron0"
513E2DFB  mov ebp,10B48F24                                                  "SkarnerDM.json"
513E2E05  mov ebp,12517125                                                  "_sound.troybin"
513E2E28  xor eax,10B55FB5                                                  "Skin03_R_Crater_04.troybin"
